model,num_characters,num_actions,question_type,question,expected,predicted,correct,story_len
gpt-4.1,6,5,holding,What is Quinn holding?,nothing,nothing,True,361.0
gpt-4.1,6,5,location,Where is Carol?,kitchen,kitchen,True,361.0
gpt-4.1,6,5,mood,How does Carol feel?,curious,curious,True,361.0
gpt-4.1,6,5,holding,What is Carol holding?,nothing,nothing,True,361.0
gpt-4.1,6,5,location,Where is Yara?,library,library,True,361.0
gpt-4.1,6,5,mood,How does Yara feel?,sad,sad,True,361.0
gpt-4.1,6,5,holding,What is Yara holding?,nothing,nothing,True,361.0
gpt-4.1,6,5,location,Where is Mia?,kitchen,kitchen,True,361.0
gpt-4.1,6,5,mood,How does Mia feel?,nervous,nervous,True,361.0
gpt-4.1,6,5,holding,What is Mia holding?,nothing,nothing,True,361.0
gpt-4.1,6,5,location,Where is Wendy?,library,library,True,361.0
gpt-4.1,6,5,mood,How does Wendy feel?,nervous,nervous,True,361.0
gpt-4.1,6,5,holding,What is Wendy holding?,nothing,nothing,True,361.0
gpt-4.1,6,5,location,Where is Olivia?,kitchen,kitchen,True,361.0
gpt-4.1,6,5,mood,How does Olivia feel?,nervous,nervous,True,361.0
gpt-4.1,6,5,holding,What is Olivia holding?,nothing,nothing,True,361.0
gpt-4.1,6,5,location,Where is Sam?,garden,garden,True,365.0
gpt-4.1,6,5,mood,How does Sam feel?,nervous,nervous,True,365.0
gpt-4.1,6,5,holding,What is Sam holding?,nothing,nothing,True,365.0
gpt-4.1,6,5,location,Where is Ruby?,library,library,True,365.0
gpt-4.1,6,5,mood,How does Ruby feel?,excited,excited,True,365.0
gpt-4.1,6,5,holding,What is Ruby holding?,nothing,nothing,True,365.0
gpt-4.1,6,5,location,Where is Emma?,hallway,hallway,True,365.0
gpt-4.1,6,5,mood,How does Emma feel?,excited,excited,True,365.0
gpt-4.1,6,5,holding,What is Emma holding?,nothing,nothing,True,365.0
gpt-4.1,6,5,location,Where is Noah?,hallway,hallway,True,365.0
gpt-4.1,6,5,mood,How does Noah feel?,nervous,nervous,True,365.0
gpt-4.1,6,5,holding,What is Noah holding?,nothing,nothing,True,365.0
gpt-4.1,6,5,location,Where is Xavier?,hallway,hallway,True,365.0
gpt-4.1,6,5,mood,How does Xavier feel?,sad,sad,True,365.0
gpt-4.1,6,5,holding,What is Xavier holding?,nothing,nothing,True,365.0
gpt-4.1,6,5,location,Where is Grace?,basement,basement,True,365.0
gpt-4.1,6,5,mood,How does Grace feel?,sad,sad,True,365.0
gpt-4.1,6,5,holding,What is Grace holding?,hat,hat,True,365.0
gpt-4.1,6,5,location,Where is Jack?,garden,garden,True,365.0
gpt-4.1,6,5,mood,How does Jack feel?,happy,happy,True,365.0
gpt-4.1,6,5,holding,What is Jack holding?,nothing,nothing,True,365.0
gpt-4.1,6,5,location,Where is Frank?,bathroom,bathroom,True,365.0
gpt-4.1,6,5,mood,How does Frank feel?,calm,calm,True,365.0
gpt-4.1,6,5,holding,What is Frank holding?,nothing,nothing,True,365.0
gpt-4.1,6,5,location,Where is Olivia?,office,office,True,365.0
gpt-4.1,6,5,mood,How does Olivia feel?,curious,curious,True,365.0
gpt-4.1,6,5,holding,What is Olivia holding?,nothing,nothing,True,365.0
gpt-4.1,6,5,location,Where is Liam?,library,library,True,365.0
gpt-4.1,6,5,mood,How does Liam feel?,sad,sad,True,365.0
gpt-4.1,6,5,holding,What is Liam holding?,nothing,nothing,True,365.0
gpt-4.1,6,5,location,Where is Grace?,bathroom,bathroom,True,365.0
gpt-4.1,6,5,mood,How does Grace feel?,confident,confident,True,365.0
gpt-4.1,6,5,holding,What is Grace holding?,nothing,nothing,True,365.0
gpt-4.1,6,5,location,Where is Ivy?,library,library,True,365.0
gpt-4.1,6,5,mood,How does Ivy feel?,curious,curious,True,365.0
gpt-4.1,6,5,holding,What is Ivy holding?,phone,phone,True,365.0
gpt-4.1,6,10,location,Where is Uma?,kitchen,kitchen,True,454.0
gpt-4.1,6,10,mood,How does Uma feel?,nervous,nervous,True,454.0
gpt-4.1,6,10,holding,What is Uma holding?,apple,apple,True,454.0
gpt-4.1,6,10,location,Where is Bob?,hallway,hallway,True,454.0
gpt-4.1,6,10,mood,How does Bob feel?,calm,calm,True,454.0
gpt-4.1,6,10,holding,What is Bob holding?,nothing,nothing,True,454.0
gpt-4.1,6,10,location,Where is Kate?,kitchen,kitchen,True,454.0
gpt-4.1,6,10,mood,How does Kate feel?,sad,sad,True,454.0
gpt-4.1,6,10,holding,What is Kate holding?,nothing,nothing,True,454.0
gpt-4.1,6,10,location,Where is Sam?,garden,garden,True,454.0
gpt-4.1,6,10,mood,How does Sam feel?,tired,tired,True,454.0
gpt-4.1,6,10,holding,What is Sam holding?,nothing,nothing,True,454.0
gpt-4.1,6,10,location,Where is Henry?,office,office,True,454.0
gpt-4.1,6,10,mood,How does Henry feel?,sad,sad,True,454.0
gpt-4.1,6,10,holding,What is Henry holding?,nothing,nothing,True,454.0
gpt-4.1,6,10,location,Where is Noah?,office,office,True,454.0
gpt-4.1,6,10,mood,How does Noah feel?,confident,confident,True,454.0
gpt-4.1,6,10,holding,What is Noah holding?,bag,bag,True,454.0
gpt-4.1,6,10,location,Where is Henry?,basement,basement,True,499.0
gpt-4.1,6,10,mood,How does Henry feel?,calm,calm,True,499.0
gpt-4.1,6,10,holding,What is Henry holding?,phone,phone,True,499.0
gpt-4.1,6,10,location,Where is Wendy?,garden,garden,True,499.0
gpt-4.1,6,10,mood,How does Wendy feel?,calm,calm,True,499.0
gpt-4.1,6,10,holding,What is Wendy holding?,nothing,nothing,True,499.0
gpt-4.1,6,10,location,Where is Kate?,basement,basement,True,499.0
gpt-4.1,6,10,mood,How does Kate feel?,curious,curious,True,499.0
gpt-4.1,6,10,holding,What is Kate holding?,nothing,nothing,True,499.0
gpt-4.1,6,10,location,Where is Victor?,bedroom,bedroom,True,499.0
gpt-4.1,6,10,mood,How does Victor feel?,excited,excited,True,499.0
gpt-4.1,6,10,holding,What is Victor holding?,nothing,nothing,True,499.0
gpt-4.1,6,10,location,Where is Luna?,bedroom,bedroom,True,499.0
gpt-4.1,6,10,mood,How does Luna feel?,tired,tired,True,499.0
gpt-4.1,6,10,holding,What is Luna holding?,nothing,nothing,True,499.0
gpt-4.1,6,10,location,Where is Liam?,office,office,True,499.0
gpt-4.1,6,10,mood,How does Liam feel?,calm,calm,True,499.0
gpt-4.1,6,10,holding,What is Liam holding?,nothing,nothing,True,499.0
gpt-4.1,6,10,location,Where is Bob?,hallway,hallway,True,473.0
gpt-4.1,6,10,mood,How does Bob feel?,confident,confident,True,473.0
gpt-4.1,6,10,holding,What is Bob holding?,nothing,nothing,True,473.0
gpt-4.1,6,10,location,Where is Ruby?,garden,garden,True,473.0
gpt-4.1,6,10,mood,How does Ruby feel?,happy,happy,True,473.0
gpt-4.1,6,10,holding,What is Ruby holding?,nothing,nothing,True,473.0
gpt-4.1,6,10,location,Where is Carol?,hallway,hallway,True,473.0
gpt-4.1,6,10,mood,How does Carol feel?,happy,happy,True,473.0
gpt-4.1,6,10,holding,What is Carol holding?,nothing,nothing,True,473.0
gpt-4.1,6,10,location,Where is Victor?,bathroom,bathroom,True,473.0
gpt-4.1,6,10,mood,How does Victor feel?,sad,sad,True,473.0
gpt-4.1,6,10,holding,What is Victor holding?,pen,pen,True,473.0
gpt-4.1,6,10,location,Where is Sam?,library,library,True,473.0
gpt-4.1,6,10,mood,How does Sam feel?,tired,tired,True,473.0
gpt-4.1,6,10,holding,What is Sam holding?,nothing,nothing,True,473.0
gpt-4.1,6,10,location,Where is Sophia?,bathroom,bathroom,True,473.0
gpt-4.1,6,10,mood,How does Sophia feel?,curious,curious,True,473.0
gpt-4.1,6,10,holding,What is Sophia holding?,nothing,nothing,True,473.0
gpt-4.1,6,20,location,Where is Wendy?,basement,basement,True,710.0
gpt-4.1,6,20,mood,How does Wendy feel?,calm,calm,True,710.0
gpt-4.1,6,20,holding,What is Wendy holding?,nothing,nothing,True,710.0
gpt-4.1,6,20,location,Where is Bob?,library,library,True,710.0
gpt-4.1,6,20,mood,How does Bob feel?,sad,sad,True,710.0
gpt-4.1,6,20,holding,What is Bob holding?,nothing,nothing,True,710.0
gpt-4.1,6,20,location,Where is Yara?,office,office,True,710.0
gpt-4.1,6,20,mood,How does Yara feel?,happy,happy,True,710.0
gpt-4.1,6,20,holding,What is Yara holding?,nothing,nothing,True,710.0
gpt-4.1,6,20,location,Where is Tina?,office,office,True,710.0
gpt-4.1,6,20,mood,How does Tina feel?,sad,sad,True,710.0
gpt-4.1,6,20,holding,What is Tina holding?,nothing,nothing,True,710.0
gpt-4.1,6,20,location,Where is Xavier?,basement,basement,True,710.0
gpt-4.1,6,20,mood,How does Xavier feel?,nervous,nervous,True,710.0
gpt-4.1,6,20,holding,What is Xavier holding?,nothing,nothing,True,710.0
gpt-4.1,6,20,location,Where is Kate?,library,library,True,710.0
gpt-4.1,6,20,mood,How does Kate feel?,happy,happy,True,710.0
gpt-4.1,6,20,holding,What is Kate holding?,apple,apple,True,710.0
gpt-4.1,6,20,location,Where is Tina?,library,library,True,703.0
gpt-4.1,6,20,mood,How does Tina feel?,nervous,nervous,True,703.0
gpt-4.1,6,20,holding,What is Tina holding?,bag,bag,True,703.0
gpt-4.1,6,20,location,Where is Grace?,office,office,True,703.0
gpt-4.1,6,20,mood,How does Grace feel?,calm,calm,True,703.0
gpt-4.1,6,20,holding,What is Grace holding?,nothing,nothing,True,703.0
gpt-4.1,6,20,location,Where is Tyler?,kitchen,kitchen,True,703.0
gpt-4.1,6,20,mood,How does Tyler feel?,nervous,nervous,True,703.0
gpt-4.1,6,20,holding,What is Tyler holding?,phone,phone,True,703.0
gpt-4.1,6,20,location,Where is Sam?,bedroom,bedroom,True,703.0
gpt-4.1,6,20,mood,How does Sam feel?,happy,happy,True,703.0
gpt-4.1,6,20,holding,What is Sam holding?,nothing,nothing,True,703.0
gpt-4.1,6,20,location,Where is Luna?,bedroom,bedroom,True,703.0
gpt-4.1,6,20,mood,How does Luna feel?,nervous,nervous,True,703.0
gpt-4.1,6,20,holding,What is Luna holding?,nothing,nothing,True,703.0
gpt-4.1,6,20,location,Where is Victor?,bathroom,bathroom,True,703.0
gpt-4.1,6,20,mood,How does Victor feel?,confident,confident,True,703.0
gpt-4.1,6,20,holding,What is Victor holding?,nothing,nothing,True,703.0
gpt-4.1,6,20,location,Where is Olivia?,kitchen,kitchen,True,692.0
gpt-4.1,6,20,mood,How does Olivia feel?,happy,happy,True,692.0
gpt-4.1,6,20,holding,What is Olivia holding?,hat,hat,True,692.0
gpt-4.1,6,20,location,Where is Mia?,bathroom,bathroom,True,692.0
gpt-4.1,6,20,mood,How does Mia feel?,calm,calm,True,692.0
gpt-4.1,6,20,holding,What is Mia holding?,nothing,nothing,True,692.0
gpt-4.1,6,20,location,Where is Sam?,kitchen,kitchen,True,692.0
gpt-4.1,6,20,mood,How does Sam feel?,confident,confident,True,692.0
gpt-4.1,6,20,holding,What is Sam holding?,ball,ball,True,692.0
gpt-4.1,6,20,location,Where is Peter?,bathroom,bathroom,True,692.0
gpt-4.1,6,20,mood,How does Peter feel?,curious,curious,True,692.0
gpt-4.1,6,20,holding,What is Peter holding?,nothing,nothing,True,692.0
gpt-4.1,6,20,location,Where is Yara?,library,library,True,692.0
gpt-4.1,6,20,mood,How does Yara feel?,curious,curious,True,692.0
gpt-4.1,6,20,holding,What is Yara holding?,nothing,nothing,True,692.0
gpt-4.1,6,20,location,Where is Uma?,kitchen,kitchen,True,692.0
gpt-4.1,6,20,mood,How does Uma feel?,calm,calm,True,692.0
gpt-4.1,6,20,holding,What is Uma holding?,coin,coin,True,692.0
gpt-4.1,8,5,location,Where is Emma?,bathroom,bathroom,True,454.0
gpt-4.1,8,5,mood,How does Emma feel?,nervous,nervous,True,454.0
gpt-4.1,8,5,holding,What is Emma holding?,nothing,nothing,True,454.0
gpt-4.1,8,5,location,Where is Bob?,bathroom,bathroom,True,454.0
gpt-4.1,8,5,mood,How does Bob feel?,nervous,nervous,True,454.0
gpt-4.1,8,5,holding,What is Bob holding?,nothing,nothing,True,454.0
gpt-4.1,8,5,location,Where is Xavier?,basement,basement,True,454.0
gpt-4.1,8,5,mood,How does Xavier feel?,sad,sad,True,454.0
gpt-4.1,8,5,holding,What is Xavier holding?,nothing,nothing,True,454.0
gpt-4.1,8,5,location,Where is David?,hallway,hallway,True,454.0
gpt-4.1,8,5,mood,How does David feel?,excited,excited,True,454.0
gpt-4.1,8,5,holding,What is David holding?,nothing,nothing,True,454.0
gpt-4.1,8,5,location,Where is Uma?,garden,garden,True,454.0
gpt-4.1,8,5,mood,How does Uma feel?,nervous,nervous,True,454.0
gpt-4.1,8,5,holding,What is Uma holding?,nothing,nothing,True,454.0
gpt-4.1,8,5,location,Where is Luna?,bathroom,bathroom,True,454.0
gpt-4.1,8,5,mood,How does Luna feel?,nervous,nervous,True,454.0
gpt-4.1,8,5,holding,What is Luna holding?,nothing,nothing,True,454.0
gpt-4.1,8,5,location,Where is Noah?,kitchen,kitchen,True,454.0
gpt-4.1,8,5,mood,How does Noah feel?,tired,tired,True,454.0
gpt-4.1,8,5,holding,What is Noah holding?,nothing,nothing,True,454.0
gpt-4.1,8,5,location,Where is Rachel?,library,library,True,454.0
gpt-4.1,8,5,mood,How does Rachel feel?,nervous,nervous,True,454.0
gpt-4.1,8,5,holding,What is Rachel holding?,nothing,nothing,True,454.0
gpt-4.1,8,5,location,Where is Peter?,bedroom,bedroom,True,448.0
gpt-4.1,8,5,mood,How does Peter feel?,excited,excited,True,448.0
gpt-4.1,8,5,holding,What is Peter holding?,nothing,nothing,True,448.0
gpt-4.1,8,5,location,Where is Victor?,bedroom,bedroom,True,448.0
gpt-4.1,8,5,mood,How does Victor feel?,curious,curious,True,448.0
gpt-4.1,8,5,holding,What is Victor holding?,nothing,nothing,True,448.0
gpt-4.1,8,5,location,Where is Wendy?,office,office,True,448.0
gpt-4.1,8,5,mood,How does Wendy feel?,calm,calm,True,448.0
gpt-4.1,8,5,holding,What is Wendy holding?,nothing,nothing,True,448.0
gpt-4.1,8,5,location,Where is Yara?,office,office,True,448.0
gpt-4.1,8,5,mood,How does Yara feel?,sad,sad,True,448.0
gpt-4.1,8,5,holding,What is Yara holding?,nothing,nothing,True,448.0
gpt-4.1,8,5,location,Where is Quinn?,library,library,True,448.0
gpt-4.1,8,5,mood,How does Quinn feel?,calm,calm,True,448.0
gpt-4.1,8,5,holding,What is Quinn holding?,nothing,nothing,True,448.0
gpt-4.1,8,5,location,Where is Noah?,bedroom,bedroom,True,448.0
gpt-4.1,8,5,mood,How does Noah feel?,nervous,nervous,True,448.0
gpt-4.1,8,5,holding,What is Noah holding?,nothing,nothing,True,448.0
gpt-4.1,8,5,location,Where is Frank?,garden,garden,True,448.0
gpt-4.1,8,5,mood,How does Frank feel?,confident,confident,True,448.0
gpt-4.1,8,5,holding,What is Frank holding?,nothing,nothing,True,448.0
gpt-4.1,8,5,location,Where is Tyler?,kitchen,kitchen,True,448.0
gpt-4.1,8,5,mood,How does Tyler feel?,confident,confident,True,448.0
gpt-4.1,8,5,holding,What is Tyler holding?,nothing,nothing,True,448.0
gpt-4.1,8,5,location,Where is Oscar?,kitchen,kitchen,True,452.0
gpt-4.1,8,5,mood,How does Oscar feel?,sad,sad,True,452.0
gpt-4.1,8,5,holding,What is Oscar holding?,nothing,nothing,True,452.0
gpt-4.1,8,5,location,Where is Grace?,basement,basement,True,452.0
gpt-4.1,8,5,mood,How does Grace feel?,sad,sad,True,452.0
gpt-4.1,8,5,holding,What is Grace holding?,nothing,nothing,True,452.0
gpt-4.1,8,5,location,Where is Olivia?,hallway,hallway,True,452.0
gpt-4.1,8,5,mood,How does Olivia feel?,excited,excited,True,452.0
gpt-4.1,8,5,holding,What is Olivia holding?,nothing,nothing,True,452.0
gpt-4.1,8,5,location,Where is Luna?,bedroom,bedroom,True,452.0
gpt-4.1,8,5,mood,How does Luna feel?,nervous,nervous,True,452.0
gpt-4.1,8,5,holding,What is Luna holding?,umbrella,umbrella,True,452.0
gpt-4.1,8,5,location,Where is Wendy?,library,library,True,452.0
gpt-4.1,8,5,mood,How does Wendy feel?,sad,sad,True,452.0
gpt-4.1,8,5,holding,What is Wendy holding?,nothing,nothing,True,452.0
gpt-4.1,8,5,location,Where is Alice?,bathroom,bathroom,True,452.0
gpt-4.1,8,5,mood,How does Alice feel?,confident,confident,True,452.0
gpt-4.1,8,5,holding,What is Alice holding?,nothing,nothing,True,452.0
gpt-4.1,8,5,location,Where is Tyler?,garden,garden,True,452.0
gpt-4.1,8,5,mood,How does Tyler feel?,tired,tired,True,452.0
gpt-4.1,8,5,holding,What is Tyler holding?,nothing,nothing,True,452.0
gpt-4.1,8,5,location,Where is Mia?,kitchen,kitchen,True,452.0
gpt-4.1,8,5,mood,How does Mia feel?,excited,excited,True,452.0
gpt-4.1,8,5,holding,What is Mia holding?,nothing,nothing,True,452.0
gpt-4.1,8,10,location,Where is Wendy?,bedroom,bedroom,True,571.0
gpt-4.1,8,10,mood,How does Wendy feel?,confident,confident,True,571.0
gpt-4.1,8,10,holding,What is Wendy holding?,nothing,nothing,True,571.0
gpt-4.1,8,10,location,Where is Kate?,bathroom,bathroom,True,571.0
gpt-4.1,8,10,mood,How does Kate feel?,confident,confident,True,571.0
gpt-4.1,8,10,holding,What is Kate holding?,nothing,nothing,True,571.0
gpt-4.1,8,10,location,Where is Tina?,garden,garden,True,571.0
gpt-4.1,8,10,mood,How does Tina feel?,sad,sad,True,571.0
gpt-4.1,8,10,holding,What is Tina holding?,phone,phone,True,571.0
gpt-4.1,8,10,location,Where is Bob?,garden,garden,True,571.0
gpt-4.1,8,10,mood,How does Bob feel?,excited,excited,True,571.0
gpt-4.1,8,10,holding,What is Bob holding?,nothing,nothing,True,571.0
gpt-4.1,8,10,location,Where is Rachel?,library,library,True,571.0
gpt-4.1,8,10,mood,How does Rachel feel?,tired,tired,True,571.0
gpt-4.1,8,10,holding,What is Rachel holding?,nothing,nothing,True,571.0
gpt-4.1,8,10,location,Where is Emma?,bathroom,bathroom,True,571.0
gpt-4.1,8,10,mood,How does Emma feel?,calm,calm,True,571.0
gpt-4.1,8,10,holding,What is Emma holding?,bag,bag,True,571.0
gpt-4.1,8,10,location,Where is Noah?,library,library,True,571.0
gpt-4.1,8,10,mood,How does Noah feel?,confident,confident,True,571.0
gpt-4.1,8,10,holding,What is Noah holding?,bag,bag,True,571.0
gpt-4.1,8,10,location,Where is Olivia?,office,office,True,571.0
gpt-4.1,8,10,mood,How does Olivia feel?,tired,calm,False,571.0
gpt-4.1,8,10,holding,What is Olivia holding?,nothing,nothing,True,571.0
gpt-4.1,8,10,location,Where is Carol?,kitchen,kitchen,True,567.0
gpt-4.1,8,10,mood,How does Carol feel?,calm,calm,True,567.0
gpt-4.1,8,10,holding,What is Carol holding?,book,book,True,567.0
gpt-4.1,8,10,location,Where is Jack?,bathroom,bathroom,True,567.0
gpt-4.1,8,10,mood,How does Jack feel?,curious,curious,True,567.0
gpt-4.1,8,10,holding,What is Jack holding?,hat,hat,True,567.0
gpt-4.1,8,10,location,Where is Ivy?,garden,garden,True,567.0
gpt-4.1,8,10,mood,How does Ivy feel?,confident,confident,True,567.0
gpt-4.1,8,10,holding,What is Ivy holding?,nothing,nothing,True,567.0
gpt-4.1,8,10,location,Where is Max?,office,office,True,567.0
gpt-4.1,8,10,mood,How does Max feel?,confident,confident,True,567.0
gpt-4.1,8,10,holding,What is Max holding?,nothing,nothing,True,567.0
gpt-4.1,8,10,location,Where is Sam?,library,library,True,567.0
gpt-4.1,8,10,mood,How does Sam feel?,tired,tired,True,567.0
gpt-4.1,8,10,holding,What is Sam holding?,nothing,nothing,True,567.0
gpt-4.1,8,10,location,Where is Tyler?,hallway,hallway,True,567.0
gpt-4.1,8,10,mood,How does Tyler feel?,confident,confident,True,567.0
gpt-4.1,8,10,holding,What is Tyler holding?,nothing,nothing,True,567.0
gpt-4.1,8,10,location,Where is Oscar?,hallway,hallway,True,567.0
gpt-4.1,8,10,mood,How does Oscar feel?,curious,curious,True,567.0
gpt-4.1,8,10,holding,What is Oscar holding?,nothing,nothing,True,567.0
gpt-4.1,8,10,location,Where is Tina?,library,library,True,567.0
gpt-4.1,8,10,mood,How does Tina feel?,excited,excited,True,567.0
gpt-4.1,8,10,holding,What is Tina holding?,nothing,nothing,True,567.0
gpt-4.1,8,10,location,Where is Rachel?,office,office,True,556.0
gpt-4.1,8,10,mood,How does Rachel feel?,sad,sad,True,556.0
gpt-4.1,8,10,holding,What is Rachel holding?,key,key,True,556.0
gpt-4.1,8,10,location,Where is Uma?,basement,basement,True,556.0
gpt-4.1,8,10,mood,How does Uma feel?,happy,happy,True,556.0
gpt-4.1,8,10,holding,What is Uma holding?,nothing,nothing,True,556.0
gpt-4.1,8,10,location,Where is Liam?,kitchen,kitchen,True,556.0
gpt-4.1,8,10,mood,How does Liam feel?,happy,happy,True,556.0
gpt-4.1,8,10,holding,What is Liam holding?,nothing,nothing,True,556.0
gpt-4.1,8,10,location,Where is Sophia?,kitchen,kitchen,True,556.0
gpt-4.1,8,10,mood,How does Sophia feel?,tired,tired,True,556.0
gpt-4.1,8,10,holding,What is Sophia holding?,nothing,nothing,True,556.0
gpt-4.1,8,10,location,Where is Emma?,garden,garden,True,556.0
gpt-4.1,8,10,mood,How does Emma feel?,happy,happy,True,556.0
gpt-4.1,8,10,holding,What is Emma holding?,nothing,nothing,True,556.0
gpt-4.1,8,10,location,Where is Mia?,kitchen,kitchen,True,556.0
gpt-4.1,8,10,mood,How does Mia feel?,calm,calm,True,556.0
gpt-4.1,8,10,holding,What is Mia holding?,nothing,nothing,True,556.0
gpt-4.1,8,10,location,Where is Kate?,library,library,True,556.0
gpt-4.1,8,10,mood,How does Kate feel?,tired,tired,True,556.0
gpt-4.1,8,10,holding,What is Kate holding?,nothing,nothing,True,556.0
gpt-4.1,8,10,location,Where is Xavier?,office,office,True,556.0
gpt-4.1,8,10,mood,How does Xavier feel?,sad,sad,True,556.0
gpt-4.1,8,10,holding,What is Xavier holding?,nothing,nothing,True,556.0
gpt-4.1,8,20,location,Where is Tina?,office,office,True,784.0
gpt-4.1,8,20,mood,How does Tina feel?,curious,curious,True,784.0
gpt-4.1,8,20,holding,What is Tina holding?,nothing,nothing,True,784.0
gpt-4.1,8,20,location,Where is Sophia?,bathroom,bathroom,True,784.0
gpt-4.1,8,20,mood,How does Sophia feel?,tired,tired,True,784.0
gpt-4.1,8,20,holding,What is Sophia holding?,nothing,nothing,True,784.0
